code_from,code_to,ccmathstandard_id,ccmathstandard_id_other
7.NS.A.1.b,7.NS.A.1.d,327,333
7.NS.A.1.c,7.NS.A.1.d,330,333
7.NS.A.1.d,7.NS.A.2.a,333,339
7.NS.A.1.d,7.NS.A.3,333,349
7.NS.A.2,HS.A-APR.D.7,336,502
7.NS.A.2.c,7.NS.A.3,345,349
7.NS.A.2.d,7.NS.A.3,347,349
7.NS.A.2.d,8.NS.A.1,347,443
7.NS.A.3,7.EE.B.3,349,310
7.NS.A.3,7.EE.B.4.a,349,312
7.NS.A.3,8.EE.A.2,349,396
7.RP.A.1,7.RP.A.2,352,355
7.RP.A.1,HS.G-MG.A.2,352,605
7.RP.A.1,HS.N-Q.A.1,352,629
7.RP.A.2,7.G.A.1,355,316
7.RP.A.2,7.RP.A.3,355,363
7.RP.A.2,8.EE.B.5,355,404
7.RP.A.2,8.EE.B.6,355,406
7.RP.A.2,8.F.A.1,355,417
7.RP.A.2,8.F.A.2,355,418
7.RP.A.2,8.F.B.4,355,422
7.RP.A.2,HS.G-C.B.5,355,579
7.RP.A.2,HS.G-SRT.C.6,355,614
7.RP.A.3,7.SP.C.6,363,375
7.RP.A.3,7.SP.C.7,363,377
7.RP.A.3,7.SP.C.8,363,384
7.RP.A.3,HS.A-SSE.B.3.c,363,528
7.RP.A.3,HS.F-IF.C.8.b,363,556
7.SP.A.1,7.SP.A.2,364,366
7.SP.A.1,HS.S-IC.A.1,364,661
7.SP.A.1,HS.S-IC.B.3,364,699
7.SP.A.2,7.SP.B.4,366,371
7.SP.A.2,HS.S-IC.B.4,366,664
7.SP.B.3,7.SP.B.4,370,371
7.SP.B.3,HS.S-ID.A.2,370,668
7.SP.B.4,HS.S-IC.B.5,371,665
7.SP.B.4,HS.S-ID.A.2,371,668
7.SP.C.5,7.SP.A.1,373,364
7.SP.C.5,7.SP.C.6,373,375
7.SP.C.6,7.SP.C.7,375,377
7.SP.C.7,7.SP.C.8,377,384
7.SP.C.7,HS.S-IC.A.2,377,662
7.SP.C.8,HS.S-CP.A.1,384,652
7.SP.C.8,HS.S-CP.A.2,384,653
7.SP.C.8,HS.S-CP.B.6,384,657
8.EE.A.1,8.EE.A.3,394,397
8.EE.A.1,8.EE.A.4,394,399
8.EE.A.1,HS.A-APR.A.1,394,496
8.EE.A.1,HS.F-BF.B.5,394,541
8.EE.A.1,HS.N-RN.A.1,394,632
8.EE.A.2,8.G.C.9,396,442
8.EE.A.2,HS.A-CED.A.1,396,503
8.EE.A.2,HS.A-REI.B.4.a,396,511
8.EE.A.2,HS.A-REI.B.4.b,396,512
8.EE.A.2,HS.N-RN.A.1,396,632
8.EE.A.4,HS.N-Q.A.1,399,629
8.EE.B.5,8.F.A.2,404,418
8.EE.B.5,HS.A-REI.D.10,404,518
8.EE.B.6,8.EE.C.8,406,411
8.EE.B.6,8.F.A.2,406,418
8.EE.B.6,8.F.A.3,406,419
8.EE.B.6,HS.A-REI.D.10,406,518
8.EE.B.6,HS.G-GPE.B.5,406,601
8.EE.C.7,HS.A-CED.A.4,408,506
8.EE.C.7,HS.A-REI.A.1,408,507
8.EE.C.7,HS.A-REI.B.3,408,509
8.EE.C.8,HS.A-CED.A.2,411,504
8.EE.C.8,HS.A-CED.A.3,411,505
8.EE.C.8,HS.A-REI.C.5,411,513
8.EE.C.8,HS.A-REI.C.6,411,514
8.EE.C.8,HS.A-REI.C.7,411,515
8.EE.C.8,HS.A-REI.D.10,411,518
8.EE.C.8,HS.A-REI.D.12,411,520
8.EE.C.8,HS.G-GPE.B.5,411,601
8.F.A.1,8.F.A.2,417,418
8.F.A.1,8.F.A.3,417,419
8.F.A.1,8.F.B.5,417,424
8.F.A.1,HS.F-IF.A.1,417,542
8.F.A.1,HS.G-CO.A.2,417,581
8.F.A.2,8.F.A.3,418,419
8.F.A.2,8.F.B.5,418,424
8.F.A.2,HS.F-IF.C.9,418,557
8.F.A.3,8.F.B.4,419,422
8.F.A.3,8.F.B.5,419,424
8.F.A.3,HS.F-LE.A.1,419,558
8.F.B.4,HS.A-CED.A.2,422,504
8.F.B.4,HS.F-BF.A.1.a,422,531
8.F.B.4,HS.F-BF.A.2,422,534
8.F.B.4,HS.F-IF.B.6,422,547
8.F.B.4,HS.F-LE.A.1,422,558
8.F.B.4,HS.F-LE.A.2,422,562
8.F.B.4,HS.F-LE.B.5,422,565
8.F.B.4,HS.S-ID.C.7,422,676
8.F.B.5,HS.F-IF.B.4,424,545
8.F.B.5,HS.F-LE.A.1,424,558
8.F.B.5,HS.F-LE.A.3,424,563
8.G.A.1,8.G.A.2,425,429
8.G.A.1,8.G.A.3,425,431
8.G.A.1,HS.G-CO.A.2,425,581
8.G.A.1,HS.G-CO.A.4,425,583
8.G.A.2,8.G.A.4,429,432
8.G.A.2,8.G.A.5,429,436
8.G.A.2,HS.G-CO.A.5,429,584
8.G.A.2,HS.G-CO.B.6,429,585
8.G.A.3,8.G.A.4,431,432
8.G.A.3,HS.G-CO.A.5,431,584
8.G.A.3,HS.G-SRT.A.1,431,607
8.G.A.4,8.G.A.5,432,436
8.G.A.4,HS.G-SRT.A.2,432,610
8.G.A.5,8.EE.B.6,436,406
8.G.A.5,HS.G-CO.C.10,436,588
8.G.A.5,HS.G-CO.C.9,436,590
8.G.A.5,HS.G-SRT.A.3,436,611
8.G.B.6,HS.G-SRT.B.4,437,612
8.G.B.7,8.G.B.8,440,441
8.G.B.7,HS.F-TF.A.3,440,568
8.G.B.7,HS.F-TF.C.8,440,573
8.G.B.7,HS.G-SRT.C.8,440,616
8.G.B.8,HS.G-GPE.A.1,441,597
8.G.B.8,HS.G-GPE.A.2,441,598
8.G.B.8,HS.G-GPE.A.3,441,599
8.G.B.8,HS.G-GPE.B.4,441,600
8.G.B.8,HS.G-GPE.B.7,441,603
8.G.C.9,HS.G-GMD.A.1,442,593
8.G.C.9,HS.G-GMD.A.2,442,594
8.G.C.9,HS.G-GMD.A.3,442,595
8.G.C.9,HS.G-MG.A.1,442,604
8.G.C.9,HS.G-MG.A.3,442,606
8.NS.A.1,HS.N-RN.B.3,443,634
8.SP.A.1,8.SP.A.2,448,451
8.SP.A.1,HS.S-ID.B.6.c,448,675
8.SP.A.1,HS.S-ID.C.9,448,678
8.SP.A.2,8.SP.A.3,451,453
8.SP.A.2,HS.S-ID.B.6.b,451,674
8.SP.A.2,HS.S-ID.B.6.c,451,675
8.SP.A.2,HS.S-ID.C.8,451,677
8.SP.A.3,HS.S-ID.C.7,453,676
8.SP.A.4,HS.S-CP.A.4,455,655
8.SP.A.4,HS.S-ID.B.5,455,671
8.SP.A.4,HS.S-ID.C.9,455,678
K.CC.A.1,1.NBT.A.1,456,16
K.CC.B.4.a,K.CC.B.4.b,467,468
K.CC.B.4.b,K.CC.B.5,468,470
K.CC.B.4.c,1.OA.C.5,469,39
K.CC.C.6,K.CC.C.7,471,472
K.CC.C.6,K.MD.B.3,471,485
K.CC.C.7,1.NBT.B.3,472,21
K.G.A.1,K.G.B.4,473,476
K.G.A.1,K.G.B.5,473,477
K.G.A.1,K.G.B.6,473,478
K.G.A.2,K.G.B.4,474,476
K.G.A.2,K.G.B.5,474,477
K.G.A.2,K.G.B.6,474,478
K.G.A.3,K.G.B.4,475,476
K.G.A.3,K.G.B.5,475,477
K.G.A.3,K.G.B.6,475,478
K.G.B.4,1.G.A.1,476,6
K.G.B.5,1.G.A.1,477,6
K.G.B.6,1.G.A.2,478,7
K.MD.A.1,K.MD.A.2,479,483
K.MD.A.2,1.MD.A.1,483,9
K.MD.A.2,K.MD.B.3,483,485
K.MD.B.3,1.MD.C.4,485,13
K.NBT.A.1,1.NBT.B.2,486,17
K.OA.A.1,K.OA.A.2,487,489
K.OA.A.2,1.OA.A.1,489,33
K.OA.A.2,1.OA.B.3,489,37
K.OA.A.2,1.OA.B.4,489,38
K.OA.A.2,1.OA.C.6,489,41
K.OA.A.2,K.OA.A.3,489,493
K.OA.A.3,1.OA.C.6,493,41
K.OA.A.3,K.NBT.A.1,493,486
K.OA.A.3,K.OA.A.4,493,494
K.OA.A.3,K.OA.A.5,493,495
K.OA.A.4,1.OA.C.6,494,41
K.OA.A.5,1.OA.C.6,495,41
HS.S-IC.A.1,HS.S-IC.B.4,661,664
HS.S-IC.A.1,HS.S-IC.B.3,661,699
HS.S-IC.B.3,HS.S-IC.B.6,699,666
